Id,durationOfStay,gender,Age,kids,destinationCode,AcomType
1012456,2,F,42,0,NL,Hotel
1003857,3,M,42,1,FI,Hotel
1013391,5,F,,1,,Hotel
1010771,2,M,43,,SE,Hotel
1012722,5,F,32,0,DK,Apt
1002828,5,M,40,0,BE,Hotel
1007776,6,F,33,0,SE,Apt
1011374,4,M,35,,UK,Hotel
1000066,4,F,41,,FI,Hotel
1011267,5,F,41,1,UK,Apt
1003125,5,M,37,1,ES,Apt
1011542,5,M,30,0,SE,Hotel
1013188,7,F,39,1,ES,Hotel
1002673,4,M,39,1,DK,Apt
1004661,2,M,50,1,DK,Hotel
1009201,3,M,29,1,IT,Hotel
1011811,2,F,42,1,NL,Apt
1007943,5,M,44,0,IT,Hotel
1009236,3,F,35,0,,Apt
1013831,5,M,44,0,NL,Apt
1010768,5,F,42,1,,Apt
1002105,6,M,35,,BE,Hotel
1001949,3,M,37,0,DK,Hotel
1005584,4,F,44,1,NL,Apt
1008207,6,M,39,1,DK,Apt
1001683,5,F,44,0,UK,Hotel
1004520,5,F,44,1,IT,Hotel
1002181,5,F,49,0,ES,Hotel
1002632,5,M,49,0,NL,Apt
1013927,6,F,39,1,,Hotel
1007173,5,F,42,0,,Hotel
1008459,5,M,38,1,FI,Apt
1000439,3,F,47,1,UK,Apt
1011415,7,F,,1,IT,Apt
1003650,3,F,49,1,UK,Apt
1008112,3,F,41,0,SE,Hotel
1012581,3,F,34,,ES,Hotel
1010903,5,F,43,1,NL,Apt
1000963,4,F,45,1,ES,Apt
1012819,3,F,37,0,FI,Hotel
1009513,4,M,48,0,DK,Apt
1003053,2,M,45,1,IT,Hotel
1009525,5,M,50,,,Apt
1001481,6,F,32,1,DK,Hotel
1001899,3,F,44,0,NL,Hotel
1008968,2,M,39,1,UK,Apt
1001586,6,M,40,1,NL,Apt
1006167,1,F,35,1,DK,Hotel
1003025,2,F,,,DK,Hotel
1002428,3,F,39,1,IT,Apt
1004993,3,F,43,0,BE,Hotel
1005427,5,F,33,0,DK,Apt
1002647,5,M,45,1,SE,Apt
1013716,3,F,40,,IT,Apt
1005809,3,M,,1,UK,Hotel
1001535,5,F,48,,DK,Hotel
1007997,4,F,37,0,BE,Apt
1008406,5,F,39,0,SE,Apt
1002815,3,F,41,,NL,Apt
1007061,4,M,38,0,ES,Hotel
1006741,6,F,33,1,SE,Hotel
1007517,3,F,36,0,BE,Apt
1002785,3,M,35,,NL,Hotel
1005839,3,M,,1,,Apt
1011350,6,M,42,0,ES,Apt
1013394,4,M,41,0,SE,Apt
1011959,3,F,38,0,SE,Hotel
1004350,4,F,35,0,DK,Apt
1002061,1,F,46,0,FI,Hotel
1007518,6,M,42,1,FI,Hotel
1001948,4,F,39,0,DK,Hotel
1012049,5,F,45,1,UK,Apt
1006392,4,F,38,,SE,Apt
1007959,3,F,32,0,,Apt
1003316,1,F,47,,,Hotel
1008189,7,F,34,,ES,Apt
1005826,2,F,48,1,UK,Apt
1004789,9,M,44,1,IT,Hotel
1001689,5,M,43,1,,Hotel
1013150,3,M,38,1,DK,Apt
1013654,3,M,35,0,SE,Hotel
1002219,4,F,41,0,DK,Hotel
1007539,3,M,,0,SE,Apt
1003023,3,F,44,0,ES,Hotel
1001480,3,F,36,1,SE,Hotel
1003732,3,F,36,0,ES,Apt
1010937,7,M,42,0,IT,Apt
1000600,2,F,33,0,IT,Apt
1003973,2,M,43,,ES,Apt
1011847,5,M,35,1,NL,Apt
1011080,6,M,40,1,SE,Apt
1008955,2,F,39,1,ES,Hotel
1007647,1,M,44,0,DK,Hotel
1008548,4,M,45,1,UK,Hotel
1005322,5,M,37,1,,Apt
1006053,4,F,37,,BE,Hotel
1009048,2,F,45,1,ES,Apt
1008088,5,F,42,1,BE,Hotel
1009639,3,M,42,1,DK,Hotel
1005846,4,F,40,1,SE,Apt
1008712,5,F,,1,,Hotel
1000627,2,M,41,0,IT,Apt
1001638,4,M,42,1,BE,Hotel
1009562,7,M,41,1,ES,Hotel
1004204,6,M,39,0,ES,Hotel
1012326,8,M,40,1,UK,Apt
1004776,4,M,44,1,IT,Hotel
1004366,3,F,42,,DK,Hotel
1013837,3,M,,0,NL,Hotel
1009397,4,M,40,0,SE,Apt
1011689,4,F,28,1,NL,Hotel
1013477,4,F,40,1,UK,Hotel
1000250,1,F,49,0,ES,Hotel
1005753,3,F,36,1,BE,Apt
1003993,5,M,37,,FI,Apt
1012747,3,M,47,0,DK,Apt
1006433,4,F,43,1,BE,Apt
1010610,3,F,40,1,IT,Apt
1003434,3,F,44,0,SE,Hotel
1008164,3,M,40,,UK,Apt
1001283,4,M,36,1,IT,Apt
1013045,6,F,40,1,DK,Hotel
1005240,3,F,,0,DK,Hotel
1003425,6,M,,1,NL,Apt
1008263,7,M,40,0,UK,Hotel
1002431,6,F,44,0,,Apt
1013320,3,F,43,0,ES,Hotel
1010630,5,F,42,0,BE,Hotel
1001556,4,F,40,0,,Apt
1005780,2,F,33,,UK,Hotel
1000889,4,F,46,1,IT,Apt
1011796,4,M,45,1,NL,Hotel
1005836,5,M,46,1,,Hotel
1004574,5,M,45,1,UK,Hotel
1001201,9,M,42,0,DK,Hotel
1007193,2,M,38,0,DK,Hotel
1005070,2,F,36,0,DK,Apt
1009232,6,M,44,0,NL,Apt
1009453,4,F,37,1,IT,Hotel
1008070,3,M,45,1,,Hotel
1006674,6,M,47,0,,Apt
1000958,2,F,,0,,Hotel
1012458,4,F,40,0,,Apt
1005717,3,F,43,0,UK,Hotel
1003629,4,F,,1,BE,Hotel
1010806,2,M,41,0,,Apt
1008352,3,M,47,0,NL,Apt
1010077,6,M,38,0,SE,Hotel
1001750,2,M,38,0,UK,Hotel
1005690,6,M,38,,FI,Hotel
1007231,4,M,38,1,FI,Apt
1011255,2,M,27,0,NL,Hotel
1012670,4,F,,0,,Hotel
1009176,7,M,44,0,,Apt
1010409,4,M,39,0,,Hotel
1003378,5,M,37,0,NL,Hotel
1004335,3,F,44,1,BE,Apt
1000486,7,F,40,1,UK,Hotel
1001176,3,F,32,0,BE,Hotel
1009851,3,M,36,1,FI,Apt
1002915,1,M,,0,NL,Hotel
1011976,4,M,37,0,UK,Hotel
1010117,3,F,32,1,FI,Hotel
1011636,2,F,,1,,Apt
1005311,6,F,33,0,NL,Apt
1009559,4,F,41,1,BE,Apt
1014003,4,M,36,1,DK,Hotel
1009011,6,F,49,1,DK,Apt
1009434,6,M,41,1,SE,Hotel
1013921,5,F,38,1,,Hotel
1006484,4,F,45,1,NL,Apt
1013803,2,F,,0,BE,Apt
1013846,1,M,41,,UK,Hotel
1004905,2,F,41,0,FI,Hotel
1008294,6,M,42,1,UK,Hotel
1009305,4,M,,0,ES,Hotel
1013140,4,M,37,0,SE,Hotel
1011300,4,F,51,0,SE,Hotel
1013456,6,M,47,1,ES,Hotel
1006074,2,M,38,1,SE,Hotel
1006032,4,M,44,0,UK,Apt
1004517,4,M,44,0,IT,Apt
1001999,4,M,,1,SE,Hotel
1010851,6,M,40,1,SE,Hotel
1004075,5,M,36,0,BE,Hotel
1004295,3,F,45,0,UK,Hotel
1007103,3,F,44,1,FI,Apt
1002148,4,M,41,0,NL,Apt
1009133,5,M,37,0,,Hotel
1013651,4,F,46,0,DK,Hotel
1013205,5,M,38,,FI,Hotel
1009979,5,F,37,0,SE,Apt
1010060,3,F,,0,BE,Apt
1006086,3,M,44,1,BE,Hotel
1009584,3,M,39,,ES,Apt
1013464,6,F,44,1,FI,Hotel
1013395,6,M,39,1,ES,Apt
1002633,3,M,,0,SE,Hotel
1006838,5,F,35,0,DK,Apt
1001764,3,M,36,0,NL,Hotel
1013614,4,F,38,0,IT,Hotel
1012386,2,M,47,0,FI,Hotel
1003479,3,F,43,1,,Apt
1001110,5,F,,0,FI,Apt
1012626,4,M,39,0,FI,Hotel
1012482,6,M,40,0,UK,Apt
1010979,2,M,39,,ES,Hotel
1013864,4,M,37,0,UK,Hotel
1012789,4,M,40,0,NL,Hotel
1003594,3,F,,1,SE,Apt
1003950,8,M,40,1,SE,Hotel
1001804,5,F,46,0,DK,Hotel
1012446,7,F,37,0,NL,Apt
1005151,1,M,42,0,DK,Hotel
1002191,4,M,45,1,,Hotel
1002463,5,M,50,,ES,Hotel
1007485,1,F,,,ES,Hotel
1000656,4,F,40,0,FI,Apt
1011585,5,M,40,1,IT,Hotel
1003367,7,M,49,0,ES,Apt
1006082,2,F,41,1,,Apt
1011837,3,M,43,1,IT,Apt
1014032,3,F,45,1,NL,Apt
1011215,6,M,34,,BE,Hotel
1006463,7,F,43,,ES,Hotel
1001325,6,F,38,0,ES,Hotel
1008444,3,M,36,,FI,Apt
1001917,4,M,44,,SE,Apt
1001592,3,M,43,1,DK,Hotel
1004283,3,F,38,1,IT,Hotel
1005862,2,M,45,1,NL,Hotel
1010765,2,M,41,0,SE,Apt
1010234,6,M,,0,SE,Hotel
1004161,1,F,44,1,IT,Apt
1004624,4,F,42,0,,Apt
1000752,2,F,35,1,,Apt
1000112,3,F,37,,UK,Apt
1001691,4,F,45,0,BE,Hotel
1000557,6,F,45,,UK,Apt
1010441,3,F,40,,DK,Apt
1007269,4,M,47,0,IT,Apt
1007595,4,F,37,,ES,Hotel
1000531,2,F,43,0,ES,Hotel
1001364,7,F,44,1,IT,Apt
1010980,1,M,32,0,BE,Hotel
1004313,3,F,47,0,BE,Apt
1004085,2,M,,1,UK,Hotel
1003848,4,M,41,0,ES,Apt
1011502,6,F,42,0,IT,Hotel
1000939,1,F,,1,BE,Hotel
1013496,2,F,39,1,UK,Hotel
1009301,4,F,40,0,NL,Apt
1006380,1,F,,0,NL,Apt
1005515,4,F,37,1,SE,Hotel
1007409,5,F,40,1,NL,Hotel
1012598,2,F,,0,ES,Hotel
1002774,1,M,36,,FI,Apt
1005441,2,M,45,1,DK,Apt
1007936,1,F,35,1,NL,Hotel
1009713,3,F,,1,DK,Apt
1012433,4,F,40,0,FI,Apt
1010550,3,F,42,1,ES,Apt
1000522,4,F,36,0,,Apt
1000872,7,F,43,1,BE,Apt
1011395,2,F,35,0,NL,Apt
1011522,6,F,37,0,,Apt
1003850,4,M,47,0,NL,Hotel
1011254,8,F,39,1,IT,Hotel
1005457,2,F,,1,DK,Apt
1003071,3,M,44,1,NL,Hotel
1006609,4,M,47,1,NL,Hotel
1009951,4,F,,1,UK,Apt
1011223,5,F,47,1,BE,Apt
1005882,7,F,40,,UK,Hotel
1007550,3,M,34,0,ES,Apt
1000173,8,F,43,1,DK,Apt
1008643,4,M,,1,ES,Hotel
1011527,5,M,27,,SE,Apt
1001963,4,F,48,1,BE,Apt
1007447,4,F,44,0,UK,Hotel
1012008,4,M,43,0,,Apt
1008229,5,M,49,,BE,Apt
1006897,6,F,35,1,IT,Apt
1001778,6,F,42,1,FI,Apt
1000986,3,F,,0,FI,Hotel
1012682,5,M,45,1,,Hotel
1012745,6,M,31,,UK,Apt
1007770,2,M,44,1,ES,Hotel
1011747,5,F,,1,BE,Hotel
1009339,3,F,46,1,,Apt
1013934,8,M,42,0,NL,Apt
1001326,5,M,42,1,BE,Hotel
1008880,5,M,44,1,BE,Hotel
1003474,2,M,30,0,ES,Hotel
1010582,4,F,43,1,IT,Apt
1006597,5,M,40,0,UK,Hotel
1001137,5,M,46,0,ES,Apt
1001459,3,F,45,0,IT,Hotel
1006730,8,F,40,,FI,Apt
1002844,9,F,43,0,BE,Hotel
1004309,5,F,41,1,SE,Apt
1006209,5,M,54,0,FI,Apt
1014021,5,M,40,0,ES,Hotel
1003994,4,F,40,1,,Hotel
1002884,1,M,43,0,IT,Apt
1007432,3,M,47,1,UK,Hotel
1012615,2,F,52,,SE,Hotel
1007867,4,F,37,0,BE,Apt
1007253,5,M,39,0,UK,Hotel
1012808,3,M,35,0,ES,Hotel
1007743,2,F,42,0,UK,Hotel
1001896,2,F,,1,ES,Apt
1013962,7,F,44,0,,Hotel
1005671,2,F,35,0,ES,Apt
1008451,4,F,40,1,IT,Hotel
1001087,3,F,,0,ES,Hotel
1004892,3,M,48,1,,Hotel
1000538,5,F,,1,BE,Hotel
1009775,5,M,35,0,FI,Hotel
1006384,8,M,40,1,IT,Apt
1003500,4,M,42,1,UK,Hotel
1002018,6,M,29,0,FI,Hotel
1008619,3,M,46,1,UK,Hotel
1000548,3,F,37,0,NL,Apt
1006818,4,F,38,0,DK,Hotel
1002294,3,M,42,0,DK,Apt
1003872,3,M,38,0,,Hotel
1006553,7,M,32,0,UK,Hotel
1002623,2,M,39,0,ES,Apt
1004984,6,M,47,1,UK,Apt
1013030,4,F,37,1,,Hotel
1005425,3,F,36,0,IT,Apt
1004144,3,M,43,1,IT,Hotel
1008522,5,F,42,1,ES,Apt
1007283,2,F,36,1,IT,Hotel
1004635,4,M,40,,SE,Hotel
1001402,3,F,40,1,FI,Hotel
1003317,7,F,,0,SE,Apt
1003692,4,F,45,0,BE,Hotel
1008939,2,M,33,1,BE,Apt
1009527,7,M,43,1,FI,Hotel
1009208,2,M,43,0,IT,Apt
1014011,5,M,41,0,NL,Hotel
1010707,5,M,43,1,,Hotel
1003841,6,M,34,1,BE,Apt
1004429,5,M,44,1,ES,Hotel
1007279,5,F,44,0,SE,Hotel
1012294,3,F,,0,,Apt
1009658,3,F,37,0,BE,Apt
1004799,2,F,40,1,SE,Hotel
1009565,7,F,54,0,UK,Hotel
1007642,2,F,33,1,BE,Hotel
1000270,7,M,42,1,,Hotel
1013792,2,M,28,0,FI,Hotel
1003953,3,M,31,1,ES,Apt
1009264,9,F,43,0,SE,Apt
1005615,4,F,31,1,ES,Hotel
1012486,4,F,33,0,NL,Hotel
1003371,5,F,,1,DK,Hotel
1008603,5,F,46,0,UK,Hotel
1012610,5,M,37,1,DK,Apt
1005905,3,F,33,0,ES,Apt
1004221,1,M,45,,NL,Apt
1008535,6,F,44,1,NL,Apt
1003299,5,M,40,,,Apt
1006448,5,M,33,0,NL,Hotel
1003838,4,F,43,1,ES,Apt
1005132,1,M,38,1,UK,Apt
1004598,7,F,49,0,FI,Hotel
1010538,9,F,48,0,,Hotel
1002606,3,M,39,0,SE,Hotel
1004595,5,M,43,0,BE,Apt
1008047,2,M,35,1,UK,Apt
1009000,4,F,39,1,,Hotel
1011283,6,M,47,,DK,Hotel
1003556,4,M,48,1,DK,Hotel
1002571,3,F,38,0,IT,Apt
1007017,4,F,34,0,SE,Apt
1005823,5,M,38,1,,Apt
1013989,3,F,43,,UK,Apt
1006884,3,M,44,,NL,Hotel
1008704,3,F,38,1,SE,Hotel
1002197,6,M,38,,NL,Apt
1002461,4,M,48,0,FI,Apt
1001384,7,M,42,0,,Hotel
1011135,4,F,39,0,NL,Apt
1006541,7,M,42,1,BE,Hotel
1001098,3,M,41,0,ES,Apt
1007524,6,F,37,,BE,Apt
1003602,5,F,44,1,FI,Apt
1012645,3,M,44,0,BE,Apt
1002788,4,F,33,1,ES,Hotel
1002825,2,F,32,0,SE,Apt
1007847,3,M,,1,DK,Apt
1013036,3,F,49,,BE,Hotel
1003157,3,F,37,1,BE,Hotel
1002926,2,F,40,1,BE,Hotel
1011447,3,F,36,1,DK,Hotel
1002347,3,M,39,0,,Hotel
1008764,2,F,35,0,NL,Apt
1012379,4,M,43,0,FI,Apt
1013681,4,M,42,0,BE,Apt
1011792,4,F,49,0,FI,Hotel
1010728,4,M,40,1,BE,Apt
1011886,5,F,38,0,ES,Apt
1007841,5,M,48,0,,Apt
1001729,3,F,42,0,FI,Hotel
1010578,2,M,33,1,UK,Hotel
1003964,3,F,48,1,FI,Apt
1002235,3,M,46,0,IT,Apt
1007953,3,M,44,1,IT,Hotel
1003051,1,F,42,1,FI,Apt
1004746,6,F,46,1,,Hotel
1012031,2,M,42,1,SE,Hotel
1002916,3,M,45,0,FI,Apt
1006879,6,M,40,1,,Hotel
1011962,4,M,40,0,UK,Hotel
1009564,3,F,40,0,DK,Hotel
1000211,4,M,35,1,SE,Hotel
1006878,3,M,53,1,NL,Hotel
1007381,2,F,45,1,FI,Apt
1013713,2,M,45,,FI,Hotel
1008009,1,F,39,,DK,Apt
1007131,4,F,43,1,UK,Apt
1007640,7,M,41,1,DK,Hotel
1001354,6,M,36,1,ES,Apt
1004573,3,F,37,0,,Apt
1013593,5,F,41,1,ES,Apt
1011546,3,F,44,,FI,Hotel
1010403,5,M,47,1,IT,Hotel
1013822,3,M,45,1,NL,Apt
1012492,4,F,41,1,,Apt
1002090,3,F,38,,BE,Apt
1001246,4,F,,1,SE,Hotel
1005111,6,M,,1,BE,Hotel
1001093,3,M,38,1,DK,Apt
1008859,6,M,38,1,BE,Apt
1007004,4,M,39,0,NL,Hotel
1013339,7,F,44,0,SE,Hotel
1000942,3,M,35,1,ES,Apt
1007925,6,F,50,1,SE,Hotel
1004571,1,F,41,0,DK,Hotel
1013411,2,M,33,1,SE,Apt
1005432,5,F,50,0,,Hotel
1011913,5,M,45,1,SE,Hotel
1003968,6,F,38,1,SE,Hotel
1009749,6,F,42,0,FI,Hotel
1004157,4,M,44,1,NL,Hotel
1012088,6,M,,1,SE,Apt
1013644,4,M,38,0,NL,Hotel
1000982,2,F,40,0,DK,Apt
1012873,6,M,35,0,,Hotel
1001992,3,F,,1,ES,Hotel
1009742,4,F,47,0,NL,Hotel
1003047,2,F,39,1,IT,Hotel
1007593,2,F,48,0,,Hotel
1006513,7,F,42,0,FI,Hotel
1003444,2,F,40,0,DK,Hotel
1009515,4,F,51,1,,Apt
1010863,5,M,33,0,IT,Hotel
1004934,2,M,42,,FI,Apt
1005389,4,F,35,1,SE,Hotel
1003983,4,M,41,0,SE,Apt
1004826,2,F,39,1,UK,Apt
1008862,5,M,54,0,BE,Apt
1009356,3,M,35,1,UK,Apt
1004491,5,M,41,1,NL,Hotel
1009929,5,M,35,,ES,Hotel
1000545,7,M,44,1,DK,Hotel
1010346,1,F,42,0,DK,Hotel
1008938,9,F,41,0,NL,Hotel
1007052,1,M,,0,FI,Hotel
1012012,6,M,43,1,BE,Hotel
1013278,8,M,40,0,SE,Hotel
1006787,4,M,30,0,IT,Hotel
1003151,5,M,43,1,NL,Hotel
1003171,2,M,43,0,DK,Apt
1001043,3,M,35,0,UK,Hotel
1001309,5,F,43,,IT,Apt
1010927,4,F,38,1,,Hotel
1003928,2,F,35,0,NL,Hotel
1007948,1,M,44,1,ES,Hotel
1006055,5,M,39,0,IT,Hotel
1007652,4,F,40,1,BE,Hotel
1000806,6,M,40,0,SE,Apt
1005937,3,M,42,0,SE,Apt
1005140,2,M,32,1,FI,Apt
1006660,4,F,,1,BE,Hotel
1007487,3,M,45,1,FI,Hotel
1013213,5,F,39,1,UK,Hotel
1006639,2,M,37,0,DK,Hotel
1005599,3,M,37,1,SE,Apt
1013107,4,M,48,1,BE,Hotel
1004539,5,M,44,0,DK,Apt
1009088,6,M,,1,UK,Hotel
1013582,1,F,37,1,NL,Hotel
1011512,1,F,38,0,FI,Hotel
1000623,3,M,44,1,,Hotel
1013276,3,M,36,0,IT,Hotel
1002216,6,M,39,0,ES,Hotel
1004727,2,F,28,0,IT,Hotel
1008251,6,M,37,1,UK,Apt
1000023,4,M,28,0,ES,Hotel
1009213,3,F,,1,NL,Apt
1001181,3,M,44,1,NL,Hotel
1007491,5,F,40,1,ES,Hotel
1009105,3,M,34,1,NL,Hotel
1003154,5,F,37,0,ES,Hotel
1013279,4,M,38,0,BE,Apt
1002022,1,M,37,0,,Hotel
1008575,3,F,54,1,SE,Apt
1003572,4,M,39,1,UK,Apt
1008432,3,M,38,0,BE,Hotel
1004545,4,F,44,0,UK,Apt
1013637,4,F,37,0,DK,Apt
1000206,8,M,,1,UK,Hotel
1013789,2,F,41,0,BE,Hotel
1003020,2,M,41,1,FI,Hotel
1005745,3,M,36,1,DK,Apt
1003590,7,F,40,1,ES,Apt
1002302,1,M,35,1,,Hotel
1002186,3,M,46,1,ES,Hotel
1000887,4,M,45,1,SE,Hotel
1012317,5,F,36,1,ES,Hotel
1006135,4,F,45,0,IT,Hotel
1001954,5,F,42,1,UK,Apt
1005326,7,M,41,0,ES,Apt
1000539,4,F,48,1,NL,Apt
1001276,2,F,42,1,FI,Hotel
1002228,3,M,45,0,,Apt
1014096,5,F,56,1,ES,Hotel
1001610,3,M,40,0,ES,Hotel
1001119,6,M,38,,BE,Hotel
1013135,2,M,50,1,NL,Hotel
1010945,4,F,41,1,UK,Apt
1001893,4,M,35,0,SE,Hotel
1000697,7,F,,0,IT,Apt
1009442,3,F,22,1,FI,Hotel
1003229,2,F,34,1,IT,Hotel
1007705,1,M,39,0,ES,Hotel
1007510,3,F,45,,DK,Apt
1001670,2,F,36,1,BE,Hotel
1004444,4,F,34,0,SE,Hotel
1004738,2,M,48,0,IT,Apt
1004060,8,M,28,1,FI,Hotel
1006602,4,M,38,0,SE,Hotel
1009218,5,F,37,0,SE,Apt
1004464,5,M,38,0,DK,Hotel
1011615,2,M,41,0,UK,Hotel
1002178,3,M,,0,UK,Apt
1009362,2,F,31,1,FI,Apt
1011219,6,M,36,0,DK,Hotel
1004371,3,F,31,0,ES,Apt
1008898,3,F,43,0,FI,Apt
1012724,6,F,49,0,UK,Hotel
1001342,2,M,41,0,IT,Apt
1006434,3,F,36,0,IT,Apt
1004352,3,F,43,0,BE,Hotel
1009247,4,M,46,,UK,Hotel
1009493,3,F,35,0,BE,Apt
1002280,6,F,42,0,FI,Apt
1007282,6,M,37,,DK,Apt
1011578,2,M,37,0,BE,Hotel
1006790,3,F,,0,ES,Apt
1005636,2,M,44,0,NL,Apt
1008899,3,M,45,0,,Apt
1004955,3,M,36,,UK,Hotel
1012776,4,M,39,1,FI,Apt
1009718,7,F,42,1,DK,Apt
1007145,3,M,,1,ES,Hotel
1008025,5,F,47,0,UK,Hotel
1007970,3,M,38,,,Hotel
1012208,1,F,50,1,IT,Apt
1007918,4,F,42,0,UK,Hotel
1005196,2,F,42,1,IT,Hotel
1013343,4,M,45,0,UK,Apt
1008097,2,M,36,0,BE,Hotel
1010621,4,F,43,0,UK,Hotel
1002467,3,M,37,1,DK,Hotel
1013920,3,F,43,1,NL,Apt
1011091,2,F,42,1,IT,Apt
1005279,2,M,33,1,IT,Apt
1005490,6,F,40,1,ES,Hotel
1011195,8,M,43,,DK,Hotel
1007543,1,M,41,0,NL,Apt
1001516,2,F,35,1,,Hotel
1013321,6,M,47,0,IT,Apt
1011832,6,M,39,0,BE,Apt
1009701,4,M,44,0,DK,Apt
1011910,1,M,46,1,NL,Hotel
1005391,1,F,40,0,BE,Apt
1010334,4,M,39,1,NL,Apt
1001650,5,M,31,,FI,Apt
1011115,2,M,45,1,SE,Hotel
1010408,2,M,46,0,SE,Hotel
1008038,2,F,45,0,IT,Hotel
1009311,1,M,46,0,SE,Apt
1005152,7,M,38,,IT,Apt
1001319,2,M,,0,UK,Apt
1010809,3,F,44,0,FI,Apt
1010799,6,F,33,1,SE,Hotel
1004725,3,F,40,1,FI,Hotel
1001327,5,F,43,0,FI,Hotel
1007293,4,F,40,1,FI,Hotel
1001056,3,M,,1,FI,Apt
1009079,3,F,37,0,DK,Apt
1004359,4,M,42,1,DK,Hotel
1000241,8,F,40,1,,Hotel
1004840,2,M,47,0,UK,Apt
1004760,4,F,48,,SE,Hotel
1004205,3,M,34,1,BE,Hotel
1013916,4,M,,1,BE,Hotel
1004626,5,F,46,0,ES,Hotel
1010134,3,M,50,,DK,Hotel
1004524,4,M,48,0,DK,Apt
1006927,3,M,,0,UK,Hotel
1005720,4,F,39,1,ES,Hotel
1010429,4,F,41,,NL,Apt
1006561,5,M,,0,IT,Hotel
1008039,5,M,41,0,SE,Apt
1008163,5,F,26,1,ES,Hotel
1010102,4,M,38,1,,Apt
1008010,7,M,42,1,NL,Hotel
1008402,7,M,40,1,,Apt
1009167,2,F,47,1,UK,Apt
1000331,4,M,31,0,BE,Hotel
1009969,5,F,40,1,,Hotel
1007075,4,M,45,0,ES,Apt
1009521,3,F,36,,IT,Apt
1009783,3,F,,0,DK,Apt
1010130,4,F,45,1,NL,Apt
1005081,1,M,48,0,DK,Apt
1007184,3,F,33,,ES,Hotel
1006022,1,M,34,0,IT,Hotel
1002321,4,F,31,1,SE,Apt
1010736,4,M,37,1,IT,Apt
1005437,6,M,45,1,NL,Hotel
1010494,5,M,38,1,DK,Apt
1000810,5,M,43,1,FI,Hotel
1006428,4,F,36,0,ES,Hotel
1011957,2,F,37,,BE,Hotel
1006025,3,M,40,1,BE,Hotel
1000292,5,M,49,0,FI,Apt
1000867,6,M,39,0,NL,Hotel
1001980,2,F,43,0,,Apt
1011508,2,M,50,0,ES,Apt
1002484,4,M,40,1,NL,Apt
1000714,6,M,46,0,DK,Apt
1005560,6,M,44,0,NL,Hotel
1010754,5,F,41,0,DK,Hotel
1004180,7,F,25,0,SE,Apt
1003987,5,F,44,0,FI,Apt
1013467,4,F,47,1,DK,Apt
1000960,2,M,46,0,ES,Apt
1003361,4,M,43,0,NL,Apt
1001344,7,M,39,0,BE,Hotel
1000363,5,M,44,0,ES,Apt
1010530,1,F,47,0,NL,Hotel
1007221,3,F,40,0,BE,Hotel
1004423,3,F,,,,Apt
1004986,5,M,40,,NL,Apt
1006489,7,M,43,1,SE,Apt
1009138,3,M,45,,IT,Hotel
1013352,4,M,41,1,UK,Hotel
1002427,3,M,45,1,IT,Hotel
1005568,1,F,38,1,IT,Hotel
1001335,5,F,38,1,ES,Hotel
1011015,4,M,41,,IT,Hotel
1013620,1,M,45,0,ES,Apt
1005159,1,M,36,,SE,Apt
1009941,4,F,36,0,IT,Hotel
1012246,3,M,39,0,BE,Hotel
1009706,9,M,43,,NL,Hotel
1013529,5,M,,1,DK,Apt
1011655,2,F,39,0,SE,Apt
1010123,3,F,44,1,IT,Apt
1013247,3,M,,0,BE,Hotel
1012218,7,F,,1,SE,Apt
1008941,4,M,38,0,ES,Apt
1008662,2,M,43,0,NL,Apt
1013656,5,F,43,0,NL,Hotel
1012066,5,M,32,1,DK,Apt
1001479,1,M,43,0,BE,Apt
1004843,4,M,41,0,BE,Hotel
1009215,4,M,47,0,FI,Apt
1009804,7,M,46,0,BE,Apt
1004428,2,F,41,1,ES,Apt
1000441,3,F,44,1,IT,Hotel
1007083,6,M,46,,SE,Apt
1003728,7,F,42,0,,Hotel
1003268,7,M,40,0,NL,Hotel
1007141,4,M,37,0,IT,Hotel
1001883,3,M,,0,FI,Apt
1004288,6,M,47,1,DK,Hotel
1006126,3,M,42,1,UK,Hotel
1002691,3,F,31,1,DK,Hotel
1009287,2,M,50,1,BE,Hotel
1008591,3,M,40,0,ES,Hotel
1008119,5,F,47,1,IT,Apt
1003830,3,M,39,,IT,Apt
1008542,2,M,49,1,NL,Hotel
1000762,6,M,43,1,BE,Apt
1010723,3,F,37,1,,Hotel
1008973,3,M,45,0,SE,Hotel
1006071,6,F,38,1,ES,Hotel
1014001,3,M,42,1,BE,Hotel
1000468,4,F,48,0,NL,Hotel
1003103,8,M,40,,UK,Hotel
1008998,2,M,42,0,UK,Hotel
1001345,3,M,37,1,BE,Hotel
1002116,4,F,35,1,DK,Hotel
1013001,3,M,,0,FI,Hotel
1000732,7,M,,1,NL,Hotel
1009798,6,F,,0,ES,Hotel
1002183,4,F,40,,,Hotel
1007592,5,M,35,1,ES,Apt
1003438,2,F,38,1,FI,Hotel
1010801,2,M,,1,DK,Hotel
1005951,5,M,44,1,UK,Hotel
1000157,4,M,39,1,,Apt
1013031,4,F,28,0,,Apt
1010981,4,M,36,0,UK,Hotel
1009468,3,M,46,0,FI,Apt
1009299,3,M,,0,UK,Apt
1009410,2,F,44,1,UK,Apt
1003701,7,M,37,0,FI,Hotel
1011455,6,F,,0,UK,Apt
1011430,6,F,38,1,NL,Hotel
1002165,3,F,36,1,ES,Hotel
1014091,2,M,39,1,IT,Apt
